"","X1","X2","count"
"3177",2,9,150
"3178",3,7,150
"3179",4,5,150
"3180",4,10,150
"3181",5,2,150
"3182",5,4,150
"3183",5,6,150
"3184",5,15,150
"3185",6,12,150
"3186",7,3,150
"3187",8,9,150
"3188",9,NA,150
"3189",10,9,150
"3190",11,12,150
"3191",11,14,150
"3192",12,6,150
"3193",12,11,150
"3194",12,13,150
"3195",13,12,150
"3196",14,11,150
"3197",15,5,150
"3198",16,15,150
"3199",1,12,151
"3200",2,NA,151
"3201",3,2,151
"3202",4,4,151
"3203",5,5,151
"3204",6,12,151
"3205",7,10,151
"3206",7,11,151
"3207",8,11,151
"3208",9,8,151
"3209",10,7,151
"3210",11,7,151
"3211",11,8,151
"3212",12,6,151
"3213",13,NA,151
"3214",14,13,151
"3215",15,15,151
"3216",16,16,151
"3217",1,2,152
"3218",2,1,152
"3219",2,3,152
"3220",3,2,152
"3221",3,12,152
"3222",4,4,152
"3223",5,5,152
"3224",6,6,152
"3225",7,10,152
"3226",8,9,152
"3227",9,8,152
"3228",9,14,152
"3229",10,7,152
"3230",11,11,152
"3231",12,3,152
"3232",13,13,152
"3233",14,9,152
"3234",15,15,152
"3235",16,12,152
"3236",1,15,153
"3237",2,3,153
"3238",3,2,153
"3239",3,12,153
"3240",4,7,153
"3241",5,5,153
"3242",6,12,153
"3243",7,10,153
"3244",8,NA,153
"3245",9,9,153
"3246",10,7,153
"3247",10,8,153
"3248",11,14,153
"3249",12,2,153
"3250",12,3,153
"3251",12,6,153
"3252",12,14,153
"3253",13,13,153
"3254",14,6,153
"3255",14,11,153
"3256",15,NA,153
"3257",16,16,153
"3258",1,16,154
"3259",2,3,154
"3260",2,12,154
"3261",3,2,154
"3262",4,5,154
"3263",4,14,154
"3264",5,4,154
"3265",5,7,154
"3266",6,13,154
"3267",7,5,154
"3268",7,11,154
"3269",8,10,154
"3270",9,9,154
"3271",10,8,154
"3272",10,11,154
"3273",11,7,154
"3274",11,10,154
"3275",11,14,154
"3276",12,2,154
"3277",12,13,154
"3278",12,15,154
"3279",13,6,154
"3280",13,12,154
"3281",14,NA,154
"3282",15,NA,154
"3283",16,1,154
"3284",1,1,155
"3285",2,3,155
"3286",3,2,155
"3287",3,15,155
"3288",4,5,155
"3289",5,4,155
"3290",5,9,155
"3291",6,6,155
"3292",7,7,155
"3293",8,8,155
"3294",9,5,155
"3295",10,NA,155
"3296",11,10,155
"3297",12,13,155
"3298",13,12,155
"3299",14,14,155
"3300",15,3,155
"3301",16,16,155
"3302",1,12,156
"3303",2,3,156
"3304",3,2,156
"3305",3,5,156
"3306",4,5,156
"3307",5,2,156
"3308",5,3,156
"3309",5,4,156
"3310",6,12,156
"3311",7,7,156
"3312",8,8,156
"3313",9,9,156
"3314",10,11,156
"3315",10,14,156
"3316",11,10,156
"3317",11,14,156
"3318",12,1,156
"3319",12,6,156
"3320",13,13,156
"3321",14,10,156
"3322",14,11,156
"3323",14,16,156
"3324",15,3,156
"3325",16,14,156
"3326",1,1,157
"3327",2,12,157
"3328",3,3,157
"3329",4,4,157
"3330",5,16,157
"3331",6,6,157
"3332",7,10,157
"3333",8,8,157
"3334",9,14,157
"3335",10,7,157
"3336",10,11,157
"3337",10,13,157
"3338",11,10,157
"3339",11,14,157
"3340",12,2,157
"3341",13,10,157
"3342",14,15,157
"3343",15,14,157
"3344",16,5,157
"3345",1,NA,158
"3346",2,2,158
"3347",3,15,158
"3348",4,4,158
"3349",5,5,158
"3350",6,7,158
"3351",6,12,158
"3352",7,6,158
"3353",7,10,158
"3354",8,9,158
"3355",9,NA,158
"3356",10,7,158
"3357",10,16,158
"3358",11,1,158
"3359",12,6,158
"3360",13,NA,158
"3361",14,13,158
"3362",15,NA,158
"3363",16,10,158
"3364",1,15,159
"3365",2,3,159
"3366",3,2,159
"3367",4,4,159
"3368",5,5,159
"3369",6,9,159
"3370",6,12,159
"3371",7,7,159
"3372",8,9,159
"3373",8,10,159
"3374",9,8,159
"3375",10,8,159
"3376",10,11,159
"3377",11,10,159
"3378",11,14,159
"3379",12,6,159
"3380",12,13,159
"3381",12,15,159
"3382",12,16,159
"3383",13,14,159
"3384",14,11,159
"3385",14,13,159
"3386",15,12,159
"3387",16,12,159
"3388",16,15,159
"3389",1,3,160
"3390",2,2,160
"3391",3,1,160
"3392",4,9,160
"3393",5,5,160
"3394",6,13,160
"3395",7,10,160
"3396",8,9,160
"3397",8,11,160
"3398",9,8,160
"3399",9,11,160
"3400",10,7,160
"3401",11,8,160
"3402",11,14,160
"3403",12,12,160
"3404",13,6,160
"3405",14,11,160
"3406",14,15,160
"3407",15,14,160
"3408",16,16,160
"3409",1,NA,161
"3410",2,3,161
"3411",2,5,161
"3412",3,2,161
"3413",3,6,161
"3414",3,15,161
"3415",4,5,161
"3416",5,2,161
"3417",5,4,161
"3418",6,3,161
"3419",6,13,161
"3420",7,NA,161
"3421",8,9,161
"3422",8,10,161
"3423",8,11,161
"3424",9,8,161
"3425",10,8,161
"3426",11,8,161
"3427",11,10,161
"3428",11,14,161
"3429",12,13,161
"3430",13,2,161
"3431",13,6,161
"3432",13,12,161
"3433",14,1,161
"3434",14,11,161
"3435",15,3,161
"3436",15,7,161
"3437",16,16,161
"3438",1,NA,162
"3439",2,12,162
"3440",3,15,162
"3441",4,9,162
"3442",5,6,162
"3443",6,NA,162
"3444",7,11,162
"3445",8,10,162
"3446",9,4,162
"3447",10,8,162
"3448",11,7,162
"3449",11,10,162
"3450",11,14,162
"3451",12,2,162
"3452",13,1,162
"3453",14,11,162
"3454",15,3,162
"3455",16,16,162
"3456",1,16,163
"3457",2,2,163
"3458",3,NA,163
"3459",4,4,163
"3460",5,5,163
"3461",6,12,163
"3462",7,7,163
"3463",8,8,163
"3464",9,3,163
"3465",10,14,163
"3466",11,10,163
"3467",12,6,163
"3468",13,14,163
"3469",14,10,163
"3470",15,15,163
"3471",16,NA,163
"3472",1,1,164
"3473",2,5,164
"3474",3,15,164
"3475",4,5,164
"3476",5,2,164
"3477",5,4,164
"3478",6,12,164
"3479",7,10,164
"3480",8,9,164
"3481",8,13,164
"3482",9,8,164
"3483",9,10,164
"3484",10,7,164
"3485",10,9,164
"3486",10,14,164
"3487",11,11,164
"3488",12,3,164
"3489",12,6,164
"3490",12,13,164
"3491",13,8,164
"3492",13,12,164
"3493",14,10,164
"3494",15,3,164
"3495",16,16,164
"3496",1,15,165
"3497",2,12,165
"3498",3,3,165
"3499",4,NA,165
"3500",5,4,165
"3501",6,12,165
"3502",7,11,165
"3503",8,11,165
"3504",9,8,165
"3505",10,11,165
"3506",11,7,165
"3507",11,8,165
"3508",12,2,165
"3509",12,6,165
"3510",12,13,165
"3511",12,15,165
"3512",13,12,165
"3513",14,2,165
"3514",15,1,165
"3515",15,12,165
"3516",16,16,165
"3517",1,NA,166
"3518",2,2,166
"3519",3,NA,166
"3520",4,4,166
"3521",5,NA,166
"3522",6,3,166
"3523",7,5,166
"3524",8,1,166
"3525",8,9,166
"3526",9,8,166
"3527",10,11,166
"3528",11,10,166
"3529",11,14,166
"3530",12,13,166
"3531",13,NA,166
"3532",14,NA,166
"3533",15,15,166
"3534",16,16,166
"3535",1,1,167
"3536",2,3,167
"3537",2,13,167
"3538",3,2,167
"3539",3,12,167
"3540",4,4,167
"3541",5,5,167
"3542",6,6,167
"3543",7,10,167
"3544",8,8,167
"3545",9,10,167
"3546",10,7,167
"3547",10,16,167
"3548",11,11,167
"3549",12,13,167
"3550",13,NA,167
"3551",14,14,167
"3552",15,15,167
"3553",16,NA,167
"3554",1,9,168
"3555",2,12,168
"3556",3,NA,168
"3557",4,4,168
"3558",5,5,168
"3559",6,6,168
"3560",7,7,168
"3561",8,10,168
"3562",9,NA,168
"3563",10,8,168
"3564",10,11,168
"3565",10,14,168
"3566",10,15,168
"3567",11,10,168
"3568",11,14,168
"3569",12,3,168
"3570",12,13,168
"3571",13,NA,168
"3572",14,10,168
"3573",14,11,168
"3574",15,10,168
"3575",16,16,168
"3576",1,NA,169
"3577",2,2,169
"3578",3,6,169
"3579",4,4,169
"3580",5,3,169
"3581",6,3,169
"3582",7,11,169
"3583",8,8,169
"3584",9,NA,169
"3585",10,9,169
"3586",10,11,169
"3587",11,10,169
"3588",12,12,169
"3589",13,13,169
"3590",14,14,169
"3591",15,15,169
"3592",16,1,169
"3593",1,1,170
"3594",2,5,170
"3595",2,13,170
"3596",3,3,170
"3597",4,5,170
"3598",5,2,170
"3599",5,4,170
"3600",5,6,170
"3601",5,13,170
"3602",6,5,170
"3603",6,12,170
"3604",7,11,170
"3605",8,9,170
"3606",8,15,170
"3607",9,8,170
"3608",10,11,170
"3609",11,10,170
"3610",12,6,170
"3611",12,13,170
"3612",13,2,170
"3613",13,5,170
"3614",13,12,170
"3615",14,NA,170
"3616",15,14,170
"3617",16,16,170
"3618",1,1,171
"3619",2,16,171
"3620",3,3,171
"3621",4,5,171
"3622",5,4,171
"3623",6,4,171
"3624",7,7,171
"3625",8,9,171
"3626",8,11,171
"3627",8,14,171
"3628",9,8,171
"3629",10,16,171
"3630",11,8,171
"3631",12,13,171
"3632",13,12,171
"3633",14,NA,171
"3634",15,15,171
"3635",16,10,171
"3636",1,1,172
"3637",2,3,172
"3638",3,2,172
"3639",3,15,172
"3640",4,5,172
"3641",5,4,172
"3642",6,12,172
"3643",6,13,172
"3644",7,7,172
"3645",8,8,172
"3646",9,9,172
"3647",10,16,172
"3648",11,11,172
"3649",12,NA,172
"3650",13,6,172
"3651",14,15,172
"3652",15,3,172
"3653",15,14,172
"3654",16,NA,172
"3655",1,2,173
"3656",1,7,173
"3657",2,1,173
"3658",2,3,173
"3659",2,4,173
"3660",3,2,173
"3661",4,NA,173
"3662",5,14,173
"3663",6,6,173
"3664",7,NA,173
"3665",8,9,173
"3666",8,10,173
"3667",8,11,173
"3668",9,8,173
"3669",10,8,173
"3670",10,11,173
"3671",11,8,173
"3672",11,10,173
"3673",11,14,173
"3674",12,NA,173
"3675",13,15,173
"3676",14,NA,173
"3677",15,4,173
"3678",15,16,173
"3679",16,12,173
"3680",16,15,173
"3681",1,13,174
"3682",2,3,174
"3683",2,13,174
"3684",3,2,174
"3685",4,4,174
"3686",5,2,174
"3687",5,12,174
"3688",6,12,174
"3689",7,10,174
"3690",8,9,174
"3691",9,8,174
"3692",9,16,174
"3693",10,7,174
"3694",11,11,174
"3695",12,5,174
"3696",13,NA,174
"3697",14,14,174
"3698",15,6,174
"3699",16,NA,174
"3700",1,12,175
"3701",1,16,175
"3702",2,2,175
"3703",3,15,175
"3704",4,4,175
"3705",5,12,175
"3706",5,13,175
"3707",6,12,175
"3708",7,7,175
"3709",8,NA,175
"3710",9,3,175
"3711",10,11,175
"3712",10,14,175
"3713",11,8,175
"3714",11,10,175
"3715",11,14,175
"3716",12,5,175
"3717",12,6,175
"3718",13,5,175
"3719",13,12,175
"3720",14,10,175
"3721",14,11,175
"3722",15,3,175
"3723",16,1,175
"3724",1,1,176
"3725",2,2,176
"3726",3,6,176
"3727",4,10,176
"3728",5,11,176
"3729",6,3,176
"3730",6,12,176
"3731",7,10,176
"3732",8,9,176
"3733",8,16,176
"3734",9,8,176
"3735",10,7,176
"3736",10,11,176
"3737",11,10,176
"3738",11,14,176
"3739",12,6,176
"3740",12,13,176
"3741",13,12,176
"3742",14,11,176
"3743",15,15,176
"3744",16,NA,176
"3745",1,1,177
"3746",2,3,177
"3747",2,13,177
"3748",3,2,177
"3749",3,5,177
"3750",4,4,177
"3751",5,3,177
"3752",6,12,177
"3753",7,NA,177
"3754",8,9,177
"3755",9,8,177
"3756",10,7,177
"3757",10,11,177
"3758",11,14,177
"3759",12,6,177
"3760",13,2,177
"3761",14,10,177
"3762",14,11,177
"3763",15,15,177
"3764",16,16,177
"3765",1,1,178
"3766",2,3,178
"3767",3,12,178
"3768",4,7,178
"3769",5,5,178
"3770",6,12,178
"3771",7,NA,178
"3772",8,8,178
"3773",9,6,178
"3774",10,11,178
"3775",10,14,178
"3776",11,10,178
"3777",12,3,178
"3778",12,6,178
"3779",12,13,178
"3780",13,NA,178
"3781",14,NA,178
"3782",15,15,178
"3783",16,16,178
"3784",1,1,179
"3785",2,2,179
"3786",3,5,179
"3787",4,4,179
"3788",5,NA,179
"3789",6,13,179
"3790",7,13,179
"3791",8,13,179
"3792",9,13,179
"3793",10,15,179
"3794",11,11,179
"3795",12,15,179
"3796",13,6,179
"3797",13,9,179
"3798",14,14,179
"3799",15,6,179
"3800",16,16,179
"3801",1,5,180
"3802",1,16,180
"3803",2,2,180
"3804",3,4,180
"3805",4,5,180
"3806",5,1,180
"3807",6,1,180
"3808",6,12,180
"3809",7,10,180
"3810",8,9,180
"3811",9,8,180
"3812",10,7,180
"3813",10,11,180
"3814",11,NA,180
"3815",12,6,180
"3816",12,13,180
"3817",12,15,180
"3818",13,NA,180
"3819",14,14,180
"3820",15,12,180
"3821",16,NA,180
"3822",1,1,181
"3823",2,3,181
"3824",2,12,181
"3825",3,2,181
"3826",3,15,181
"3827",4,4,181
"3828",5,2,181
"3829",5,10,181
"3830",6,12,181
"3831",6,16,181
"3832",7,16,181
"3833",8,NA,181
"3834",9,9,181
"3835",10,11,181
"3836",11,8,181
"3837",11,14,181
"3838",12,2,181
"3839",12,6,181
"3840",12,13,181
"3841",13,12,181
"3842",14,NA,181
"3843",15,3,181
"3844",16,NA,181
"3845",1,11,182
"3846",2,2,182
"3847",3,3,182
"3848",4,4,182
"3849",5,5,182
"3850",6,6,182
"3851",7,NA,182
"3852",8,10,182
"3853",8,11,182
"3854",9,8,182
"3855",10,8,182
"3856",10,13,182
"3857",11,1,182
"3858",11,7,182
"3859",11,8,182
"3860",12,12,182
"3861",13,10,182
"3862",14,14,182
"3863",15,15,182
"3864",16,16,182
"3865",1,1,183
"3866",2,2,183
"3867",3,6,183
"3868",3,8,183
"3869",4,5,183
"3870",5,NA,183
"3871",6,3,183
"3872",7,NA,183
"3873",8,3,183
"3874",8,9,183
"3875",9,8,183
"3876",10,7,183
"3877",10,8,183
"3878",10,14,183
"3879",11,NA,183
"3880",12,13,183
"3881",13,6,183
"3882",13,12,183
"3883",14,10,183
"3884",14,11,183
"3885",15,15,183
"3886",16,16,183
"3887",1,14,184
"3888",2,3,184
"3889",2,14,184
"3890",3,2,184
"3891",4,9,184
"3892",5,5,184
"3893",6,12,184
"3894",6,13,184
"3895",7,10,184
"3896",8,9,184
"3897",9,4,184
"3898",9,8,184
"3899",10,NA,184
"3900",11,14,184
"3901",12,NA,184
"3902",13,6,184
"3903",14,2,184
"3904",14,11,184
"3905",15,16,184
"3906",16,15,184
"3907",1,1,185
"3908",2,3,185
"3909",2,14,185
"3910",2,16,185
"3911",3,2,185
"3912",3,8,185
"3913",4,9,185
"3914",5,5,185
"3915",6,13,185
"3916",7,7,185
"3917",8,9,185
"3918",9,8,185
"3919",10,10,185
"3920",11,11,185
"3921",12,12,185
"3922",13,NA,185
"3923",14,2,185
"3924",14,8,185
"3925",15,15,185
"3926",16,2,185
"3927",1,1,186
"3928",2,3,186
"3929",2,6,186
"3930",3,2,186
"3931",4,5,186
"3932",4,6,186
"3933",5,2,186
"3934",5,4,186
"3935",6,4,186
"3936",6,12,186
"3937",7,7,186
"3938",8,NA,186
"3939",9,14,186
"3940",10,10,186
"3941",11,11,186
"3942",12,6,186
"3943",13,8,186
"3944",14,NA,186
"3945",15,2,186
"3946",16,16,186
"3947",1,2,187
"3948",2,3,187
"3949",3,2,187
"3950",4,4,187
"3951",5,5,187
"3952",6,12,187
"3953",7,NA,187
"3954",8,9,187
"3955",8,10,187
"3956",9,8,187
"3957",10,7,187
"3958",11,14,187
"3959",12,6,187
"3960",12,13,187
"3961",12,15,187
"3962",13,3,187
"3963",13,12,187
"3964",14,NA,187
"3965",15,12,187
"3966",16,16,187
"3967",1,NA,188
"3968",2,12,188
"3969",3,3,188
"3970",4,1,188
"3971",5,7,188
"3972",6,13,188
"3973",7,NA,188
"3974",8,8,188
"3975",9,9,188
"3976",10,7,188
"3977",10,14,188
"3978",11,14,188
"3979",12,2,188
"3980",12,6,188
"3981",12,15,188
"3982",13,6,188
"3983",14,10,188
"3984",15,NA,188
"3985",16,16,188
"3986",1,1,189
"3987",2,3,189
"3988",3,2,189
"3989",3,16,189
"3990",4,4,189
"3991",5,5,189
"3992",6,9,189
"3993",7,NA,189
"3994",8,9,189
"3995",9,6,189
"3996",9,8,189
"3997",10,7,189
"3998",11,13,189
"3999",11,14,189
"4000",12,13,189
"4001",13,11,189
"4002",13,12,189
"4003",14,11,189
"4004",15,15,189
"4005",16,3,189
"4006",1,10,190
"4007",2,3,190
"4008",2,13,190
"4009",3,2,190
"4010",3,15,190
"4011",4,5,190
"4012",4,6,190
"4013",4,10,190
"4014",5,4,190
"4015",6,NA,190
"4016",7,10,190
"4017",8,5,190
"4018",8,9,190
"4019",9,8,190
"4020",10,4,190
"4021",10,7,190
"4022",11,10,190
"4023",11,14,190
"4024",12,12,190
"4025",13,2,190
"4026",14,11,190
"4027",15,3,190
"4028",16,16,190
"4029",1,1,191
"4030",2,14,191
"4031",3,3,191
"4032",4,5,191
"4033",4,9,191
"4034",5,4,191
"4035",6,13,191
"4036",7,7,191
"4037",8,8,191
"4038",9,15,191
"4039",10,4,191
"4040",11,11,191
"4041",12,13,191
"4042",13,6,191
"4043",13,12,191
"4044",14,2,191
"4045",15,9,191
"4046",16,16,191
"4047",1,15,192
"4048",2,5,192
"4049",3,6,192
"4050",4,4,192
"4051",5,2,192
"4052",6,3,192
"4053",6,13,192
"4054",7,11,192
"4055",8,8,192
"4056",9,9,192
"4057",10,14,192
"4058",11,7,192
"4059",11,10,192
"4060",11,14,192
"4061",12,7,192
"4062",12,13,192
"4063",13,12,192
"4064",14,10,192
"4065",15,7,192
"4066",16,16,192
"4067",1,1,193
"4068",2,2,193
"4069",3,3,193
"4070",4,4,193
"4071",5,11,193
"4072",6,12,193
"4073",7,10,193
"4074",8,8,193
"4075",9,9,193
"4076",10,7,193
"4077",11,14,193
"4078",12,6,193
"4079",13,16,193
"4080",14,11,193
"4081",15,15,193
"4082",16,13,193
"4083",1,1,194
"4084",2,NA,194
"4085",3,3,194
"4086",4,5,194
"4087",4,13,194
"4088",5,4,194
"4089",5,8,194
"4090",6,2,194
"4091",7,10,194
"4092",8,9,194
"4093",9,8,194
"4094",9,11,194
"4095",10,7,194
"4096",10,9,194
"4097",10,11,194
"4098",11,9,194
"4099",11,10,194
"4100",11,14,194
"4101",12,12,194
"4102",13,NA,194
"4103",14,11,194
"4104",15,15,194
"4105",16,16,194
"4106",1,10,195
"4107",2,1,195
"4108",3,2,195
"4109",4,4,195
"4110",5,5,195
"4111",6,12,195
"4112",7,10,195
"4113",8,6,195
"4114",8,9,195
"4115",8,10,195
"4116",8,14,195
"4117",9,NA,195
"4118",10,7,195
"4119",11,11,195
"4120",12,6,195
"4121",12,15,195
"4122",13,13,195
"4123",14,8,195
"4124",15,NA,195
"4125",16,16,195
"4126",1,10,196
"4127",2,3,196
"4128",3,2,196
"4129",4,4,196
"4130",5,5,196
"4131",6,12,196
"4132",6,13,196
"4133",7,NA,196
"4134",8,9,196
"4135",9,2,196
"4136",9,8,196
"4137",10,1,196
"4138",10,3,196
"4139",11,11,196
"4140",12,6,196
"4141",12,13,196
"4142",13,12,196
"4143",14,14,196
"4144",15,15,196
"4145",16,7,196
"4146",1,NA,197
"4147",2,3,197
"4148",3,2,197
"4149",3,15,197
"4150",4,1,197
"4151",5,16,197
"4152",6,12,197
"4153",7,NA,197
"4154",8,8,197
"4155",9,9,197
"4156",10,10,197
"4157",11,11,197
"4158",12,6,197
"4159",12,13,197
"4160",13,6,197
"4161",14,7,197
"4162",15,NA,197
"4163",16,5,197
"4164",1,1,198
"4165",2,3,198
"4166",3,2,198
"4167",3,12,198
"4168",4,4,198
"4169",5,5,198
"4170",6,8,198
"4171",7,16,198
"4172",8,NA,198
"4173",9,9,198
"4174",10,11,198
"4175",10,12,198
"4176",11,10,198
"4177",11,14,198
"4178",12,13,198
"4179",13,12,198
"4180",13,14,198
"4181",14,3,198
"4182",14,11,198
"4183",14,13,198
"4184",15,15,198
"4185",16,NA,198
"4186",1,1,199
"4187",2,2,199
"4188",3,15,199
"4189",4,4,199
"4190",5,5,199
"4191",6,12,199
"4192",6,13,199
"4193",7,7,199
"4194",8,9,199
"4195",8,15,199
"4196",9,8,199
"4197",10,11,199
"4198",11,14,199
"4199",12,6,199
"4200",12,13,199
"4201",12,14,199
"4202",13,6,199
"4203",13,12,199
"4204",14,11,199
"4205",14,12,199
"4206",15,3,199
"4207",16,16,199
"4208",1,4,200
"4209",2,3,200
"4210",2,12,200
"4211",2,13,200
"4212",3,2,200
"4213",4,1,200
"4214",5,16,200
"4215",6,6,200
"4216",7,13,200
"4217",8,10,200
"4218",9,9,200
"4219",10,8,200
"4220",11,11,200
"4221",12,2,200
"4222",12,13,200
"4223",13,2,200
"4224",13,12,200
"4225",14,14,200
"4226",15,15,200
"4227",16,NA,200
"4228",1,16,201
"4229",2,3,201
"4230",2,12,201
"4231",3,2,201
"4232",4,5,201
"4233",5,4,201
"4234",6,12,201
"4235",7,16,201
"4236",8,8,201
"4237",9,9,201
"4238",10,7,201
"4239",11,14,201
"4240",12,2,201
"4241",12,6,201
"4242",12,13,201
"4243",13,NA,201
"4244",14,11,201
"4245",15,15,201
"4246",16,7,201
"4247",1,1,202
"4248",2,2,202
"4249",3,6,202
"4250",3,12,202
"4251",4,4,202
"4252",5,5,202
"4253",6,3,202
"4254",6,12,202
"4255",7,7,202
"4256",8,9,202
"4257",8,10,202
"4258",9,NA,202
"4259",10,11,202
"4260",11,10,202
"4261",12,3,202
"4262",12,6,202
"4263",13,11,202
"4264",13,12,202
"4265",14,14,202
"4266",15,15,202
"4267",16,16,202
"4268",1,NA,203
"4269",2,3,203
"4270",3,2,203
"4271",4,5,203
"4272",5,4,203
"4273",6,6,203
"4274",7,1,203
"4275",8,8,203
"4276",9,16,203
"4277",10,1,203
"4278",10,14,203
"4279",11,10,203
"4280",11,14,203
"4281",12,NA,203
"4282",13,12,203
"4283",14,10,203
"4284",14,11,203
"4285",15,7,203
"4286",16,NA,203
"4287",1,16,204
"4288",2,2,204
"4289",3,12,204
"4290",4,5,204
"4291",5,4,204
"4292",6,12,204
"4293",7,11,204
"4294",8,9,204
"4295",8,11,204
"4296",9,8,204
"4297",10,7,204
"4298",10,11,204
"4299",11,7,204
"4300",11,8,204
"4301",11,10,204
"4302",11,14,204
"4303",12,6,204
"4304",12,13,204
"4305",13,12,204
"4306",14,NA,204
"4307",15,15,204
"4308",16,1,204
"4309",1,1,205
"4310",2,3,205
"4311",3,2,205
"4312",3,6,205
"4313",4,4,205
"4314",5,5,205
"4315",6,3,205
"4316",7,7,205
"4317",8,11,205
"4318",9,NA,205
"4319",10,10,205
"4320",11,14,205
"4321",12,12,205
"4322",13,9,205
"4323",14,11,205
"4324",15,15,205
"4325",16,16,205
"4326",1,8,206
"4327",2,3,206
"4328",2,12,206
"4329",2,13,206
"4330",2,14,206
"4331",3,2,206
"4332",4,5,206
"4333",5,4,206
"4334",5,16,206
"4335",6,12,206
"4336",6,13,206
"4337",7,10,206
"4338",7,11,206
"4339",8,1,206
"4340",8,9,206
"4341",9,8,206
"4342",10,7,206
"4343",11,7,206
"4344",11,14,206
"4345",12,2,206
"4346",12,6,206
"4347",12,13,206
"4348",12,15,206
"4349",13,2,206
"4350",13,6,206
"4351",13,12,206
"4352",14,NA,206
"4353",15,NA,206
"4354",16,NA,206
"4355",1,1,207
"4356",2,3,207
"4357",2,5,207
"4358",3,2,207
"4359",4,4,207
"4360",5,2,207
"4361",6,12,207
"4362",7,7,207
"4363",8,9,207
"4364",9,8,207
"4365",10,11,207
"4366",11,10,207
"4367",11,14,207
"4368",12,13,207
"4369",13,11,207
"4370",14,11,207
"4371",15,14,207
"4372",16,16,207
"4373",1,1,208
"4374",2,NA,208
"4375",3,12,208
"4376",4,5,208
"4377",5,4,208
"4378",6,12,208
"4379",7,11,208
"4380",8,9,208
"4381",9,8,208
"4382",9,10,208
"4383",10,8,208
"4384",10,9,208
"4385",10,14,208
"4386",11,5,208
"4387",11,7,208
"4388",12,3,208
"4389",12,6,208
"4390",13,13,208
"4391",14,10,208
"4392",15,2,208
"4393",16,16,208
"4394",1,1,209
"4395",2,3,209
"4396",2,10,209
"4397",3,2,209
"4398",4,5,209
"4399",5,4,209
"4400",6,NA,209
"4401",7,10,209
"4402",8,9,209
"4403",9,8,209
"4404",10,2,209
"4405",10,7,209
"4406",11,14,209
"4407",12,6,209
"4408",12,13,209
"4409",13,12,209
"4410",14,12,209
"4411",15,15,209
"4412",16,16,209
"4413",1,1,210
"4414",2,2,210
"4415",3,NA,210
"4416",4,3,210
"4417",4,5,210
"4418",5,4,210
"4419",6,15,210
"4420",7,10,210
"4421",8,8,210
"4422",9,9,210
"4423",10,7,210
"4424",10,11,210
"4425",10,12,210
"4426",10,14,210
"4427",11,10,210
"4428",12,NA,210
"4429",13,13,210
"4430",14,10,210
"4431",15,NA,210
"4432",16,16,210
"4433",1,NA,211
"4434",2,2,211
"4435",3,6,211
"4436",3,12,211
"4437",3,15,211
"4438",4,4,211
"4439",5,5,211
"4440",6,3,211
"4441",6,13,211
"4442",7,10,211
"4443",7,11,211
"4444",8,9,211
"4445",9,1,211
"4446",9,8,211
"4447",10,7,211
"4448",11,NA,211
"4449",12,3,211
"4450",13,6,211
"4451",13,12,211
"4452",14,11,211
"4453",15,3,211
"4454",16,16,211
"4455",1,4,212
"4456",2,3,212
"4457",3,2,212
"4458",4,1,212
"4459",4,10,212
"4460",5,2,212
"4461",5,11,212
"4462",5,13,212
"4463",6,12,212
"4464",7,10,212
"4465",8,9,212
"4466",9,8,212
"4467",10,4,212
"4468",10,7,212
"4469",11,5,212
"4470",11,10,212
"4471",12,6,212
"4472",12,13,212
"4473",13,5,212
"4474",13,12,212
"4475",14,14,212
"4476",15,15,212
"4477",16,16,212
"4478",1,5,213
"4479",2,3,213
"4480",2,6,213
"4481",3,2,213
"4482",4,NA,213
"4483",5,NA,213
"4484",6,2,213
"4485",7,10,213
"4486",8,NA,213
"4487",9,9,213
"4488",10,7,213
"4489",10,8,213
"4490",11,4,213
"4491",11,14,213
"4492",12,12,213
"4493",13,1,213
"4494",14,11,213
"4495",15,15,213
"4496",16,16,213
"4497",1,1,214
"4498",2,NA,214
"4499",3,2,214
"4500",4,5,214
"4501",5,4,214
"4502",6,12,214
"4503",7,10,214
"4504",8,8,214
"4505",9,9,214
"4506",10,7,214
"4507",11,11,214
"4508",12,6,214
"4509",12,13,214
"4510",13,12,214
"4511",14,14,214
"4512",15,15,214
"4513",16,16,214
"4514",1,8,215
"4515",2,2,215
"4516",3,3,215
"4517",4,13,215
"4518",5,5,215
"4519",6,11,215
"4520",7,NA,215
"4521",8,1,215
"4522",9,9,215
"4523",10,7,215
"4524",11,6,215
"4525",12,12,215
"4526",13,4,215
"4527",14,14,215
"4528",15,15,215
"4529",16,10,215
"4530",1,1,216
"4531",2,3,216
"4532",2,5,216
"4533",2,12,216
"4534",2,16,216
"4535",3,2,216
"4536",3,5,216
"4537",4,5,216
"4538",4,13,216
"4539",5,2,216
"4540",5,3,216
"4541",5,4,216
"4542",6,15,216
"4543",7,10,216
"4544",8,9,216
"4545",9,8,216
"4546",10,7,216
"4547",11,10,216
"4548",11,14,216
"4549",12,2,216
"4550",12,13,216
"4551",13,3,216
"4552",13,4,216
"4553",13,12,216
"4554",14,11,216
"4555",15,6,216
"4556",16,2,216
"4557",1,11,217
"4558",2,4,217
"4559",3,NA,217
"4560",4,2,217
"4561",5,2,217
"4562",6,12,217
"4563",6,13,217
"4564",7,10,217
