GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AK3001,AK3002,AK3003,AK3004
"G2700250","1870","Minnesota","270","Chisago","0250","Chisago",4309,1,0,48
"G2700270","1870","Minnesota","270","Clay","0270","Clay",92,0,0,0
"G2700330","1870","Minnesota","270","Cottonwood","0330","Cottonwood",534,0,0,0
"G2700350","1870","Minnesota","270","Crow Wing","0350","Crow Wing",199,0,0,1
"G2700370","1870","Minnesota","270","Dakota","0370","Dakota",16264,46,0,2
"G2700390","1870","Minnesota","270","Dodge","0390","Dodge",8593,5,0,0
"G2700410","1870","Minnesota","270","Douglas","0410","Douglas",4230,0,0,9
"G2700430","1870","Minnesota","270","Faribault","0430","Faribault",9938,2,0,0
"G2700450","1870","Minnesota","270","Fillmore","0450","Fillmore",24870,17,0,0
"G2700470","1870","Minnesota","270","Freeborn","0470","Freeborn",10571,7,0,0
"G2700490","1870","Minnesota","270","Goodhue","0490","Goodhue",22596,22,0,0
"G2700510","1870","Minnesota","270","Grant","0510","Grant",321,0,0,19
"G2700530","1870","Minnesota","270","Hennepin","0530","Hennepin",31329,190,0,47
"G2700550","1870","Minnesota","270","Houston","0550","Houston",14926,10,0,0
"G2700590","1870","Minnesota","270","Isanti","0590","Isanti",2035,0,0,0
"G2700610","1870","Minnesota","270","Itasca","0610","Itasca",78,0,0,18
"G2700630","1870","Minnesota","270","Jackson","0630","Jackson",1823,2,0,0
"G2700650","1870","Minnesota","270","Kanabec","0650","Kanabec",93,0,0,0
"G2700670","1870","Minnesota","270","Kandiyohi","0670","Kandiyohi",1760,0,0,0
"G2700735","1870","Minnesota","270","Lac Qui Parle (old)","0735","Lac Qui Parle (Old)",145,0,0,0
"G2700750","1870","Minnesota","270","Lake","0750","Lake",134,0,0,1
"G2700790","1870","Minnesota","270","Le Sueur","0790","Le Sueur",11590,5,0,12
"G2700810","1870","Minnesota","270","Lincoln","0810","Lincoln",,,,
"G2700850","1870","Minnesota","270","McLeod","0850","Mcleod",5643,0,0,0
"G2700910","1870","Minnesota","270","Martin","0910","Martin",3867,0,0,0
"G2700930","1870","Minnesota","270","Meeker","0930","Meeker",6088,2,0,0
"G2700950","1870","Minnesota","270","Mille Lacs","0950","Mille Lacs",1107,2,0,0
"G2700955","1870","Minnesota","270","Monongalia","0955","Monongalia",3161,0,0,0
"G2700970","1870","Minnesota","270","Morrison","0970","Morrison",1681,0,0,0
"G2700990","1870","Minnesota","270","Mower","0990","Mower",10447,0,0,0
"G2701010","1870","Minnesota","270","Murray","1010","Murray",209,0,0,0
"G2701030","1870","Minnesota","270","Nicollet","1030","Nicollet",8327,4,0,31
"G2701050","1870","Minnesota","270","Nobles","1050","Nobles",117,0,0,0
"G2701090","1870","Minnesota","270","Olmsted","1090","Olmsted",19766,27,0,0
"G2701110","1870","Minnesota","270","Otter Tail","1110","Otter Tail",1966,0,0,2
"G2701115","1870","Minnesota","270","Pembina","1115","Pembina",64,0,0,0
"G2701150","1870","Minnesota","270","Pine","1150","Pine",645,2,0,1
"G2701190","1870","Minnesota","270","Polk","1190","Polk",0,0,0,0
"G2701210","1870","Minnesota","270","Pope","1210","Pope",2690,1,0,0
"G2701230","1870","Minnesota","270","Ramsey","1230","Ramsey",22886,198,0,1
"G2701270","1870","Minnesota","270","Redwood","1270","Redwood",1826,1,0,2
"G2701290","1870","Minnesota","270","Renville","1290","Renville",3219,0,0,0
"G2701310","1870","Minnesota","270","Rice","1310","Rice",16025,19,0,39
"G2701330","1870","Minnesota","270","Rock","1330","Rock",138,0,0,0
"G2701370","1870","Minnesota","270","St Louis","1370","St Louis",4529,22,0,10
"G2701390","1870","Minnesota","270","Scott","1390","Scott",11024,8,0,10
"G2701410","1870","Minnesota","270","Sherburne","1410","Sherburne",2050,0,0,0
"G2701430","1870","Minnesota","270","Sibley","1430","Sibley",6724,1,0,0
"G2701450","1870","Minnesota","270","Stearns","1450","Stearns",14201,5,0,0
"G2701470","1870","Minnesota","270","Steele","1470","Steele",8258,13,0,0
"G2701490","1870","Minnesota","270","Stevens","1490","Stevens",161,0,0,13
"G2701530","1870","Minnesota","270","Todd","1530","Todd",2035,1,0,0
"G2701550","1870","Minnesota","270","Traverse","1550","Traverse",5,0,0,8
"G2701570","1870","Minnesota","270","Wabasha","1570","Wabasha",15836,23,0,0
"G2701590","1870","Minnesota","270","Wadena","1590","Wadena",5,1,0,0
"G2701610","1870","Minnesota","270","Waseca","1610","Waseca",7852,2,0,0
"G2701630","1870","Minnesota","270","Washington","1630","Washington",11775,21,0,13
"G2701650","1870","Minnesota","270","Watonwan","1650","Watonwan",2426,0,0,0
"G2701670","1870","Minnesota","270","Wilkin","1670","Wilkin",295,0,0,0
"G2701690","1870","Minnesota","270","Winona","1690","Winona",22269,50,0,0
"G2701710","1870","Minnesota","270","Wright","1710","Wright",9457,0,0,0
"G2800010","1870","Mississippi","280","Adams","0010","Adams",4797,14287,0,0
"G2800030","1870","Mississippi","280","Alcorn","0030","Alcorn",7663,2768,0,0
"G2800050","1870","Mississippi","280","Amite","0050","Amite",4196,6777,0,0
"G2800070","1870","Mississippi","280","Attala","0070","Attala",8828,5948,0,0
"G2800110","1870","Mississippi","280","Bolivar","0110","Bolivar",1900,7816,16,0
"G2800130","1870","Mississippi","280","Calhoun","0130","Calhoun",8561,2000,0,0
"G2800150","1870","Mississippi","280","Carroll","0150","Carroll",9497,11550,0,0
"G2800170","1870","Mississippi","280","Chickasaw","0170","Chickasaw",9830,10069,0,0
"G2800190","1870","Mississippi","280","Choctaw","0190","Choctaw",12526,4462,0,0
"G2800210","1870","Mississippi","280","Claiborne","0210","Claiborne",3390,9996,0,0
"G2800230","1870","Mississippi","280","Clarke","0230","Clarke",4073,3432,0,0
"G2800270","1870","Mississippi","280","Coahoma","0270","Coahoma",1763,5381,0,0
"G2800290","1870","Mississippi","280","Copiah","0290","Copiah",10217,10390,0,1
"G2800310","1870","Mississippi","280","Covington","0310","Covington",3106,1647,0,0
"G2800330","1870","Mississippi","280","De Soto","0330","De Soto",14276,17745,0,0
"G2800370","1870","Mississippi","280","Franklin","0370","Franklin",3698,3800,0,0
"G2800410","1870","Mississippi","280","Greene","0410","Greene",1666,372,0,0
"G2800430","1870","Mississippi","280","Grenada","0430","Grenada",3929,6642,0,0
"G2800450","1870","Mississippi","280","Hancock","0450","Hancock",3053,1186,0,0
"G2800470","1870","Mississippi","280","Harrison","0470","Harrison",4368,1427,0,0
"G2800490","1870","Mississippi","280","Hinds","0490","Hinds",9829,20659,0,0
"G2800510","1870","Mississippi","280","Holmes","0510","Holmes",6145,13225,0,0
"G2800550","1870","Mississippi","280","Issaquena","0550","Issaquena",741,6146,0,0
"G2800570","1870","Mississippi","280","Itawamba","0570","Itawamba",6826,986,0,0
"G2800590","1870","Mississippi","280","Jackson","0590","Jackson",3167,1194,0,1
"G2800610","1870","Mississippi","280","Jasper","0610","Jasper",5801,4898,0,185
"G2800630","1870","Mississippi","280","Jefferson","0630","Jefferson",3215,10633,0,0
"G2800670","1870","Mississippi","280","Jones","0670","Jones",3005,308,0,0
"G2800690","1870","Mississippi","280","Kemper","0690","Kemper",5706,7214,0,0
"G2800710","1870","Mississippi","280","Lafayette","0710","Lafayette",10819,7983,0,0
"G2800750","1870","Mississippi","280","Lauderdale","0750","Lauderdale",7051,6411,0,0
"G2800770","1870","Mississippi","280","Lawrence","0770","Lawrence",3678,3042,0,0
"G2800790","1870","Mississippi","280","Leake","0790","Leake",5491,3005,0,0
"G2800810","1870","Mississippi","280","Lee","0810","Lee",11100,4855,0,0
"G2800850","1870","Mississippi","280","Lincoln","0850","Lincoln",6022,4162,0,0
"G2800870","1870","Mississippi","280","Lowndes","0870","Lowndes",7480,23022,0,0
"G2800890","1870","Mississippi","280","Madison","0890","Madison",5809,15139,0,0
"G2800910","1870","Mississippi","280","Marion","0910","Marion",2562,1649,0,0
"G2800930","1870","Mississippi","280","Marshall","0930","Marshall",12917,16499,0,0
"G2800950","1870","Mississippi","280","Monroe","0950","Monroe",8631,14000,0,0
"G2800990","1870","Mississippi","280","Neshoba","0990","Neshoba",5419,1703,0,317
"G2801010","1870","Mississippi","280","Newton","1010","Newton",6386,3386,0,295
"G2801030","1870","Mississippi","280","Noxubee","1030","Noxubee",5107,15798,0,0
"G2801050","1870","Mississippi","280","Oktibbeha","1050","Oktibbeha",5587,9304,0,0
"G2801070","1870","Mississippi","280","Panola","1070","Panola",8169,12585,0,0
"G2801110","1870","Mississippi","280","Perry","1110","Perry",1971,723,0,0
"G2801130","1870","Mississippi","280","Pike","1130","Pike",5990,5312,0,1
"G2801150","1870","Mississippi","280","Pontotoc","1150","Pontotoc",9513,3012,0,0
"G2801170","1870","Mississippi","280","Prentiss","1170","Prentiss",7594,1754,0,0
"G2801210","1870","Mississippi","280","Rankin","1210","Rankin",5704,7273,0,0
"G2801230","1870","Mississippi","280","Scott","1230","Scott",4680,3167,0,0
"G2801270","1870","Mississippi","280","Simpson","1270","Simpson",3569,2149,0,0
"G2801290","1870","Mississippi","280","Smith","1290","Smith",5415,1711,0,0
"G2801330","1870","Mississippi","280","Sunflower","1330","Sunflower",1772,3243,0,0
"G2801350","1870","Mississippi","280","Tallahatchie","1350","Tallahatchie",3215,4637,0,0
"G2801390","1870","Mississippi","280","Tippah","1390","Tippah",15636,5091,0,0
"G2801410","1870","Mississippi","280","Tishomingo","1410","Tishomingo",6609,741,0,0
"G2801430","1870","Mississippi","280","Tunica","1430","Tunica",1231,4127,0,0
"G2801490","1870","Mississippi","280","Warren","1490","Warren",7907,18862,0,0
"G2801510","1870","Mississippi","280","Washington","1510","Washington",2164,12405,0,0
"G2801530","1870","Mississippi","280","Wayne","1530","Wayne",2570,1636,0,0
"G2801570","1870","Mississippi","280","Wilkinson","1570","Wilkinson",2698,10007,0,0
"G2801590","1870","Mississippi","280","Winston","1590","Winston",5572,3403,0,9
"G2801610","1870","Mississippi","280","Yalobusha","1610","Yalobusha",6202,7052,0,0
"G2801630","1870","Mississippi","280","Yazoo","1630","Yazoo",4884,12395,0,0
"G2900010","1870","Missouri","290","Adair","0010","Adair",11305,143,0,0
"G2900030","1870","Missouri","290","Andrew","0030","Andrew",14736,401,0,0
"G2900050","1870","Missouri","290","Atchison","0050","Atchison",8405,34,0,1
"G2900070","1870","Missouri","290","Audrain","0070","Audrain",11237,1070,0,0
"G2900090","1870","Missouri","290","Barry","0090","Barry",10320,52,0,1
"G2900110","1870","Missouri","290","Barton","0110","Barton",5068,19,0,0
"G2900130","1870","Missouri","290","Bates","0130","Bates",15840,120,0,0
"G2900150","1870","Missouri","290","Benton","0150","Benton",11002,320,0,0
"G2900170","1870","Missouri","290","Bollinger","0170","Bollinger",8116,46,0,0
"G2900190","1870","Missouri","290","Boone","0190","Boone",16727,4038,0,0
"G2900210","1870","Missouri","290","Buchanan","0210","Buchanan",33155,1953,0,1
"G2900230","1870","Missouri","290","Butler","0230","Butler",4275,21,0,2
"G2900250","1870","Missouri","290","Caldwell","0250","Caldwell",11106,284,0,0
"G2900270","1870","Missouri","290","Callaway","0270","Callaway",15768,3434,0,0
"G2900290","1870","Missouri","290","Camden","0290","Camden",5959,149,0,0
"G2900310","1870","Missouri","290","Cape Girardeau","0310","Cape Girardeau",15912,1646,0,0
"G2900330","1870","Missouri","290","Carroll","0330","Carroll",16619,827,0,0
"G2900350","1870","Missouri","290","Carter","0350","Carter",1425,30,0,0
"G2900370","1870","Missouri","290","Cass","0370","Cass",18793,502,0,1
"G2900390","1870","Missouri","290","Cedar","0390","Cedar",9363,111,0,0
"G2900410","1870","Missouri","290","Chariton","0410","Chariton",16336,2800,0,0
"G2900430","1870","Missouri","290","Christian","0430","Christian",6592,114,0,1
"G2900450","1870","Missouri","290","Clark","0450","Clark",13372,295,0,0
"G2900470","1870","Missouri","290","Clay","0470","Clay",13718,1846,0,0
"G2900490","1870","Missouri","290","Clinton","0490","Clinton",13380,683,0,0
"G2900510","1870","Missouri","290","Cole","0510","Cole",9041,1251,0,0
"G2900530","1870","Missouri","290","Cooper","0530","Cooper",17340,3352,0,0
"G2900550","1870","Missouri","290","Crawford","0550","Crawford",7896,86,0,0
"G2900570","1870","Missouri","290","Dade","0570","Dade",8479,204,0,0
"G2900590","1870","Missouri","290","Dallas","0590","Dallas",8294,89,0,0
"G2900610","1870","Missouri","290","Daviess","0610","Daviess",14086,324,0,0
"G2900630","1870","Missouri","290","DeKalb","0630","De Kalb",9736,122,0,0
"G2900650","1870","Missouri","290","Dent","0650","Dent",6326,31,0,0
"G2900670","1870","Missouri","290","Douglas","0670","Douglas",3888,27,0,0
"G2900690","1870","Missouri","290","Dunklin","0690","Dunklin",5816,166,0,0
"G2900710","1870","Missouri","290","Franklin","0710","Franklin",27925,2173,0,0
"G2900730","1870","Missouri","290","Gasconade","0730","Gasconade",10013,80,0,0
"G2900750","1870","Missouri","290","Gentry","0750","Gentry",11551,56,0,0
"G2900770","1870","Missouri","290","Greene","0770","Greene",19393,2156,0,0
"G2900790","1870","Missouri","290","Grundy","0790","Grundy",10452,115,0,0
"G2900810","1870","Missouri","290","Harrison","0810","Harrison",14625,10,0,0
"G2900830","1870","Missouri","290","Henry","0830","Henry",16759,642,0,0
"G2900850","1870","Missouri","290","Hickory","0850","Hickory",6362,90,0,0
"G2900870","1870","Missouri","290","Holt","0870","Holt",11468,184,0,0
"G2900890","1870","Missouri","290","Howard","0890","Howard",12040,5193,0,0
"G2900910","1870","Missouri","290","Howell","0910","Howell",4193,24,0,1
"G2900930","1870","Missouri","290","Iron","0930","Iron",5926,352,0,0
"G2900950","1870","Missouri","290","Jackson","0950","Jackson",49810,5223,0,8
"G2900970","1870","Missouri","290","Jasper","0970","Jasper",14790,138,0,0
"G2900990","1870","Missouri","290","Jefferson","0990","Jefferson",14617,763,0,0
"G2901010","1870","Missouri","290","Johnson","1010","Johnson",23189,1458,0,1
"G2901030","1870","Missouri","290","Knox","1030","Knox",10774,200,0,0
"G2901050","1870","Missouri","290","Laclede","1050","Laclede",9218,162,0,0
"G2901070","1870","Missouri","290","Lafayette","1070","Lafayette",18582,4039,0,2
"G2901090","1870","Missouri","290","Lawrence","1090","Lawrence",12808,259,0,0
"G2901110","1870","Missouri","290","Lewis","1110","Lewis",13933,1181,0,0
"G2901130","1870","Missouri","290","Lincoln","1130","Lincoln",13972,1987,0,1
"G2901150","1870","Missouri","290","Linn","1150","Linn",15158,742,0,0
"G2901170","1870","Missouri","290","Livingston","1170","Livingston",15774,956,0,0
"G2901190","1870","Missouri","290","McDonald","1190","Mcdonald",5189,37,0,0
"G2901210","1870","Missouri","290","Macon","1210","Macon",21734,1496,0,0
"G2901230","1870","Missouri","290","Madison","1230","Madison",5688,159,2,0
"G2901250","1870","Missouri","290","Maries","1250","Maries",5894,22,0,0
"G2901270","1870","Missouri","290","Marion","1270","Marion",20187,3592,0,1
"G2901290","1870","Missouri","290","Mercer","1290","Mercer",11464,93,0,0
"G2901310","1870","Missouri","290","Miller","1310","Miller",6440,176,0,0
"G2901330","1870","Missouri","290","Mississippi","1330","Mississippi",4063,919,0,0
"G2901350","1870","Missouri","290","Moniteau","1350","Moniteau",10496,879,0,0
"G2901370","1870","Missouri","290","Monroe","1370","Monroe",15144,2005,0,0
"G2901390","1870","Missouri","290","Montgomery","1390","Montgomery",9466,939,0,0
"G2901410","1870","Missouri","290","Morgan","1410","Morgan",8127,307,0,0
"G2901430","1870","Missouri","290","New Madrid","1430","New Madrid",4931,1425,0,1
"G2901450","1870","Missouri","290","Newton","1450","Newton",12471,350,0,0
"G2901470","1870","Missouri","290","Nodaway","1470","Nodaway",14663,87,0,1
"G2901490","1870","Missouri","290","Oregon","1490","Oregon",3283,4,0,0
"G2901510","1870","Missouri","290","Osage","1510","Osage",10467,326,0,0
"G2901530","1870","Missouri","290","Ozark","1530","Ozark",3351,12,0,0
"G2901550","1870","Missouri","290","Pemiscot","1550","Pemiscot",1911,148,0,0
"G2901570","1870","Missouri","290","Perry","1570","Perry",9477,400,0,0
"G2901590","1870","Missouri","290","Pettis","1590","Pettis",16580,2126,0,0
"G2901610","1870","Missouri","290","Phelps","1610","Phelps",10212,294,0,0
"G2901630","1870","Missouri","290","Pike","1630","Pike",18881,4195,0,0
"G2901650","1870","Missouri","290","Platte","1650","Platte",16160,1192,0,0
"G2901670","1870","Missouri","290","Polk","1670","Polk",12186,259,0,0
"G2901690","1870","Missouri","290","Pulaski","1690","Pulaski",4689,25,0,0
"G2901710","1870","Missouri","290","Putnam","1710","Putnam",11208,9,0,0
"G2901730","1870","Missouri","290","Ralls","1730","Ralls",9255,1255,0,0
"G2901750","1870","Missouri","290","Randolph","1750","Randolph",13774,2134,0,0
"G2901770","1870","Missouri","290","Ray","1770","Ray",16867,1833,0,0
"G2901790","1870","Missouri","290","Reynolds","1790","Reynolds",3745,11,0,0
"G2901810","1870","Missouri","290","Ripley","1810","Ripley",3165,10,0,0
"G2901830","1870","Missouri","290","St Charles","1830","St Charles",19381,1922,0,1
"G2901850","1870","Missouri","290","St Clair","1850","St Clair",6590,152,0,0
"G2901860","1870","Missouri","290","Ste Genevieve","1860","Ste Genevieve",7953,431,0,0
"G2901870","1870","Missouri","290","St Francois","1870","St Francois",9224,518,0,0
"G2901890","1870","Missouri","290","St Louis","1890","St Louis",324760,26387,1,41
"G2901950","1870","Missouri","290","Saline","1950","Saline",17918,3754,0,0
"G2901970","1870","Missouri","290","Schuyler","1970","Schuyler",8806,14,0,0
"G2901990","1870","Missouri","290","Scotland","1990","Scotland",10541,129,0,0
"G2902010","1870","Missouri","290","Scott","2010","Scott",6991,326,0,0
"G2902030","1870","Missouri","290","Shannon","2030","Shannon",2336,3,0,0
"G2902050","1870","Missouri","290","Shelby","2050","Shelby",9540,571,0,8
"G2902070","1870","Missouri","290","Stoddard","2070","Stoddard",8465,70,0,0
"G2902090","1870","Missouri","290","Stone","2090","Stone",3233,20,0,0
"G2902110","1870","Missouri","290","Sullivan","2110","Sullivan",11865,42,0,0
"G2902130","1870","Missouri","290","Taney","2130","Taney",4397,10,0,0
"G2902150","1870","Missouri","290","Texas","2150","Texas",9523,95,0,0
"G2902170","1870","Missouri","290","Vernon","2170","Vernon",11165,82,0,0
"G2902190","1870","Missouri","290","Warren","2190","Warren",8931,741,0,1
"G2902210","1870","Missouri","290","Washington","2210","Washington",10748,971,0,0
"G2902230","1870","Missouri","290","Wayne","2230","Wayne",6001,67,0,0
"G2902250","1870","Missouri","290","Webster","2250","Webster",10185,248,0,1
"G2902270","1870","Missouri","290","Worth","2270","Worth",5004,0,0,0
"G2902290","1870","Missouri","290","Wright","2290","Wright",5658,26,0,0
"G3050015","1870","Montana Territory","305","Beaverhead","0015","Beaverhead",714,2,6,0
"G3050035","1870","Montana Territory","305","Big Horn","0035","Big Horn",38,0,0,0
"G3050055","1870","Montana Territory","305","Chouteau","0055","Chouteau",476,20,3,18
"G3050095","1870","Montana Territory","305","Dawson","0095","Dawson",161,4,0,12
"G3050115","1870","Montana Territory","305","Deer Lodge","0115","Deer Lodge",3551,15,776,25
"G3050135","1870","Montana Territory","305","Gallatin","0135","Gallatin",1554,13,4,7
"G3050155","1870","Montana Territory","305","Jefferson","0155","Jefferson",1406,2,122,1
"G3050175","1870","Montana Territory","305","Lewis And Clark","0175","Lewis And Clark",4279,92,666,3
"G3050195","1870","Montana Territory","305","Madison","0195","Madison",2361,20,299,4
"G3050215","1870","Montana Territory","305","Meagher","0215","Meagher",1346,4,29,8
"G3050235","1870","Montana Territory","305","Missoula","0235","Missoula",2420,11,44,79
"G3100010","1870","Nebraska","310","Adams","0010","Adams",19,0,0,0
"G3100075","1870","Nebraska","310","Blackbird","0075","Blackbird",31,0,0,0
"G3100190","1870","Nebraska","310","Buffalo","0190","Buffalo",192,1,0,0
"G3100210","1870","Nebraska","310","Burt","0210","Burt",2847,0,0,0
"G3100230","1870","Nebraska","310","Butler","0230","Butler",1286,4,0,0
"G3100250","1870","Nebraska","310","Cass","0250","Cass",8127,24,0,0
"G3100270","1870","Nebraska","310","Cedar","0270","Cedar",1030,1,0,1
"G3100330","1870","Nebraska","310","Cheyenne","0330","Cheyenne",187,3,0,0
"G3100350","1870","Nebraska","310","Clay","0350","Clay",54,0,0,0
"G3100370","1870","Nebraska","310","Colfax","0370","Colfax",1417,7,0,0
"G3100390","1870","Nebraska","310","Cuming","0390","Cuming",2964,0,0,0
"G3100430","1870","Nebraska","310","Dakota","0430","Dakota",2040,0,0,0
"G3100470","1870","Nebraska","310","Dawson","0470","Dawson",103,0,0,0
"G3100510","1870","Nebraska","310","Dixon","0510","Dixon",1345,0,0,0
"G3100530","1870","Nebraska","310","Dodge","0530","Dodge",4208,4,0,0
"G3100550","1870","Nebraska","310","Douglas","0550","Douglas",19523,459,0,0
"G3100590","1870","Nebraska","310","Fillmore","0590","Fillmore",238,0,0,0
"G3100610","1870","Nebraska","310","Franklin","0610","Franklin",26,0,0,0
"G3100670","1870","Nebraska","310","Gage","0670","Gage",3357,2,0,0
"G3100755","1870","Nebraska","310","Grant (old)","0755","Grant (old)",475,9,0,0
"G3100790","1870","Nebraska","310","Hall","0790","Hall",1057,0,0,0
"G3100810","1870","Nebraska","310","Hamilton","0810","Hamilton",130,0,0,0
"G3100835","1870","Nebraska","310","Harrison","0835","Harrison",625,6,0,0
"G3100935","1870","Nebraska","310","Jackson","0935","Jackson",9,0,0,0
"G3100950","1870","Nebraska","310","Jefferson","0950","Jefferson",2440,0,0,0
"G3100970","1870","Nebraska","310","Johnson","0970","Johnson",3429,0,0,0
"G3100990","1870","Nebraska","310","Kearney","0990","Kearney",58,0,0,0
"G3101090","1870","Nebraska","310","Lancaster","1090","Lancaster",7059,15,0,0
"G3101095","1870","Nebraska","310","L'Eau Qui Court","1095","L'Eau Qui",258,0,0,3
"G3101110","1870","Nebraska","310","Lincoln","1110","Lincoln",17,0,0,0
"G3101155","1870","Nebraska","310","Lyon","1155","Lyon",78,0,0,0
"G3101190","1870","Nebraska","310","Madison","1190","Madison",1133,0,0,0
"G3101210","1870","Nebraska","310","Merrick","1210","Merrick",557,0,0,0
"G3101215","1870","Nebraska","310","Monroe","1215","Monroe",235,0,0,0
"G3101270","1870","Nebraska","310","Nemaha","1270","Nemaha",7583,8,0,2
"G3101290","1870","Nebraska","310","Nuckolls","1290","Nuckolls",8,0,0,0
"G3101310","1870","Nebraska","310","Otoe","1310","Otoe",12123,219,0,3
"G3101330","1870","Nebraska","310","Pawnee","1330","Pawnee",4171,0,0,0
"G3101390","1870","Nebraska","310","Pierce","1390","Pierce",152,0,0,0
"G3101410","1870","Nebraska","310","Platte","1410","Platte",1895,4,0,0
"G3101430","1870","Nebraska","310","Polk","1430","Polk",136,0,0,0
"G3101470","1870","Nebraska","310","Richardson","1470","Richardson",9692,10,0,78
"G3101510","1870","Nebraska","310","Saline","1510","Saline",3106,0,0,0
"G3101530","1870","Nebraska","310","Sarpy","1530","Sarpy",2911,2,0,0
"G3101550","1870","Nebraska","310","Saunders","1550","Saunders",4537,10,0,0
"G3101590","1870","Nebraska","310","Seward","1590","Seward",2953,0,0,0
"G3101670","1870","Nebraska","310","Stanton","1670","Stanton",636,0,0,0
"G3101675","1870","Nebraska","310","Taylor","1675","Taylor",97,0,0,0
"G3101731","1870","Nebraska","310","Unorganized NW Territory","1731","Unorganized NW Territory",52,0,0,0
"G3101733","1870","Nebraska","310","Unorganized Territory West of Madison County","1733","Unorganized Territory West of Madison County",183,0,0,0
"G3101770","1870","Nebraska","310","Washington","1770","Washington",4451,1,0,0
"G3101790","1870","Nebraska","310","Wayne","1790","Wayne",182,0,0,0
"G3101810","1870","Nebraska","310","Webster","1810","Webster",16,0,0,0
"G3101850","1870","Nebraska","310","York","1850","York",604,0,0,0
"G3109015","1870","Nebraska","310","Pawnee Reservation","9015","Pawnee Reservation",44,0,0,0
"G3109035","1870","Nebraska","310","Winnebago Reservation","9035","Winnebago Reservation",31,0,0,0
"G3200010","1870","Nevada","320","Churchill","0010","Churchill",180,0,16,0
"G3200050","1870","Nevada","320","Douglas","0050","Douglas",1157,32,23,3
"G3200070","1870","Nevada","320","Elko","0070","Elko",2975,33,439,0
"G3200090","1870","Nevada","320","Esmeralda","0090","Esmeralda",1489,8,56,0
"G3200130","1870","Nevada","320","Humboldt","0130","Humboldt",1684,9,220,3
"G3200150","1870","Nevada","320","Lander","0150","Lander",2566,31,218,0
"G3200170","1870","Nevada","320","Lincoln","0170","Lincoln",2937,11,23,14
"G3200190","1870","Nevada","320","Lyon","0190","Lyon",1719,2,116,0
"G3200230","1870","Nevada","320","Nye","0230","Nye",1080,1,6,0
"G3200250","1870","Nevada","320","Ormsby","0250","Ormsby",2868,31,769,0
"G3200255","1870","Nevada","320","Rio Virgin","0255","Rio Virgin",449,0,0,1
"G3200275","1870","Nevada","320","Roop","0275","Roop",129,0,4,0
"G3200290","1870","Nevada","320","Storey","0290","Storey",10514,96,749,0
"G3200310","1870","Nevada","320","Washoe","0310","Washoe",2831,36,221,3
"G3200330","1870","Nevada","320","White Pine","0330","White Pine",6830,67,292,0
"G3300010","1870","New Hampshire","330","Belknap","0010","Belknap",17640,41,0,0
"G3300030","1870","New Hampshire","330","Carroll","0030","Carroll",17316,13,0,3
"G3300050","1870","New Hampshire","330","Cheshire","0050","Cheshire",27250,15,0,0
"G3300070","1870","New Hampshire","330","Coos","0070","Coos",14909,10,0,13
"G3300090","1870","New Hampshire","330","Grafton","0090","Grafton",39062,41,0,0
"G3300110","1870","New Hampshire","330","Hillsborough","0110","Hillsborough",64109,124,0,5
"G3300130","1870","New Hampshire","330","Merrimack","0130","Merrimack",42055,96,0,0
"G3300150","1870","New Hampshire","330","Rockingham","0150","Rockingham",47143,153,0,1
"G3300170","1870","New Hampshire","330","Strafford","0170","Strafford",30199,44,0,0
"G3300190","1870","New Hampshire","330","Sullivan","0190","Sullivan",18014,43,0,1
"G3400010","1870","New Jersey","340","Atlantic","0010","Atlantic",13909,184,0,0
"G3400030","1870","New Jersey","340","Bergen","0030","Bergen",28489,1632,1,0
"G3400050","1870","New Jersey","340","Burlington","0050","Burlington",51098,2540,0,1
"G3400070","1870","New Jersey","340","Camden","0070","Camden",41751,4430,0,12
"G3400090","1870","New Jersey","340","Cape May","0090","Cape May",7922,427,0,0
"G3400110","1870","New Jersey","340","Cumberland","0110","Cumberland",32898,1767,0,0
"G3400130","1870","New Jersey","340","Essex","0130","Essex",141296,2539,2,2
"G3400150","1870","New Jersey","340","Gloucester","0150","Gloucester",20589,973,0,0
"G3400170","1870","New Jersey","340","Hudson","0170","Hudson",128016,1050,0,1
"G3400190","1870","New Jersey","340","Hunterdon","0190","Hunterdon",36329,634,0,0
"G3400210","1870","New Jersey","340","Mercer","0210","Mercer",44018,2368,0,0
"G3400230","1870","New Jersey","340","Middlesex","0230","Middlesex",43474,1545,10,0
"G3400250","1870","New Jersey","340","Monmouth","0250","Monmouth",43285,2910,0,0
"G3400270","1870","New Jersey","340","Morris","0270","Morris",42403,733,1,0
"G3400290","1870","New Jersey","340","Ocean","0290","Ocean",13511,117,0,0
"G3400310","1870","New Jersey","340","Passaic","0310","Passaic",45741,675,0,0
"G3400330","1870","New Jersey","340","Salem","0330","Salem",21203,2737,0,0
"G3400350","1870","New Jersey","340","Somerset","0350","Somerset",21985,1524,1,0
"G3400370","1870","New Jersey","340","Sussex","0370","Sussex",22972,196,0,0
"G3400390","1870","New Jersey","340","Union","0390","Union",40563,1296,0,0
"G3400410","1870","New Jersey","340","Warren","0410","Warren",33955,381,0,0
"G3550035","1870","New Mexico Territory","355","Bernalillo","0035","Bernalillo",7473,7,0,111
"G3550075","1870","New Mexico Territory","355","Colfax","0075","Colfax",1960,10,0,22
